Year,NameSource,NameTarget,codeSource,codeTarget,TotalDist,Total,Discont,Creat
1882,Heinävesi,Enonkoski,90.0,46.0,250.0,7515.0,0.0,1.0
1882,Kerimäki,Enonkoski,246.0,46.0,250.0,10927.0,0.0,1.0
1883,Pielavesi,Kiuruvesi,595.0,263.0,1208.0,14870.0,0.0,0.0
1885,Kymi,Kotka,311.0,285.0,1330.0,6477.0,0.0,1.0
1885,Piikkiö,Kuusisto,602.0,307.0,430.0,5613.0,0.0,1.0
1887,Impilahti,Suonlahti,147.0,757.0,1132.0,10278.0,0.0,1.0
1887,Kaavi,Kuusjärvi,204.0,309.0,658.0,8909.0,0.0,0.0
1887,Pertteli,Kuusjoki,587.0,308.0,1545.0,3781.0,0.0,1.0
1887,Ruskeala,Suonlahti,703.0,757.0,1132.0,4371.0,0.0,1.0
1887,Virolahti,Miehikkälä,935.0,489.0,2950.0,10072.0,0.0,1.0
1891,Närpiö,Ylimarkku,545.0,974.0,3246.0,11001.0,0.0,1.0
1892,Iisalmi mlk,Iisalmi,141.0,140.0,641.0,19737.0,0.0,1.0
1892,Pilavesi,Keitele,595.0,239.0,4005.0,14465.0,0.0,1.0
1897,Koivisto mlk,Lavansaari,268.0,412.0,925.0,8828.0,0.0,1.0
1897,Rantasalmi,Kangaslampi,681.0,212.0,1247.0,9968.0,0.0,0.0
1897,Soanlahti,Seiskari,757.0,745.0,645.0,2649.0,0.0,1.0
1900,Karstula,Pylkönmäki,226.0,633.0,632.0,9079.0,0.0,1.0
1900,Saarijärvi,Pylkönmäki,729.0,633.0,632.0,11887.0,0.0,1.0
1900,Suursaari,Tytärsaari,780.0,862.0,211.0,1266.0,0.0,1.0
1902,Ilomantsi,Kovero,146.0,856.0,3753.0,14162.0,0.0,1.0
1903,Muhos,Ylikiiminki,494.0,973.0,260.0,4655.0,0.0,0.0
1903,Sakkola,Metsäpirtti,731.0,488.0,3937.0,9680.0,0.0,1.0
1904,Joroinen,Jäppilä,171.0,184.0,432.0,8128.0,0.0,0.0
1904,Jyväskylän mlk,Toivakka,180.0,850.0,574.0,10463.0,0.0,1.0
1904,Marttila,Karinainen,480.0,219.0,1559.0,4217.0,0.0,1.0
1904,Sonkajärvi,Iisalmi mlk,762.0,141.0,1283.0,1283.0,0.0,0.0
1905,Kivennapa,Terijoki,264.0,843.0,2713.0,14897.0,0.0,1.0
1905,Pielavesi,Maaninka,595.0,476.0,1084.0,11564.0,0.0,0.0
1906,Hollola,Lahti,98.0,398.0,2961.0,13162.0,0.0,1.0
1906,Iisalmi mlk,Sonkajärvi,141.0,762.0,1310.0,21279.0,0.0,1.0
1906,Joroinen,Jäppilä,171.0,184.0,18.0,8051.0,0.0,0.0
1906,Joutseno,Nuijamaa,173.0,539.0,667.0,4404.0,0.0,1.0
1906,Jääski,Nuijamaa,185.0,539.0,666.0,8804.0,0.0,1.0
1906,Lappee,Nuijamaa,404.0,539.0,666.0,13729.0,0.0,1.0
1906,Pieksämäki,Virtasalmi,593.0,937.0,2110.0,12659.0,0.0,1.0
1906,Pulkkila,Piippola,617.0,603.0,499.0,2625.0,0.0,0.0
1906,Urjala,Kylmäkoski,887.0,310.0,309.0,10417.0,0.0,0.0
1906,Viipurin mlk,Nuijamaa,930.0,539.0,2000.0,25044.0,0.0,1.0
1907,Nilsiä,Rautavaara,534.0,687.0,870.0,19502.0,0.0,0.0
1907,Nilsiä,Muuruvesi,534.0,502.0,4332.0,19502.0,0.0,1.0
1907,Säräisniemi,Vuolijoki,785.0,940.0,1030.0,3993.0,0.0,1.0
1908,Keuruu,Vilppula,249.0,933.0,2082.0,11097.0,0.0,1.0
1908,Nurmes mlk,Valtimo,542.0,911.0,3224.0,12376.0,0.0,1.0
1908,Pieksämäki,Jäppilä,593.0,184.0,605.0,10645.0,0.0,0.0
1908,Ruovesi,Vilppula,702.0,933.0,3273.0,13932.0,0.0,1.0
1909,Jyväskylän mlk,Toivakka,850.0,180.0,209.0,633.0,0.0,0.0
1909,Korpilahti,Toivakka,850.0,277.0,365.0,633.0,0.0,0.0
1909,Korpilahti,Toivakka,277.0,850.0,365.0,10069.0,0.0,0.0
1909,Laukaa,Äänekoski,410.0,992.0,3376.0,11911.0,0.0,1.0
1909,Pieksämäki,Virtasalmi,593.0,937.0,1033.0,10003.0,0.0,0.0
1909,Piippola,Pyhäntä,603.0,630.0,1769.0,3671.0,0.0,1.0
1909,Saarijärvi,Äänekoski,729.0,992.0,1481.0,11108.0,0.0,1.0
1910,Bromarvi,Hangon mlk,34.0,995.0,1665.0,3993.0,0.0,1.0
1910,Hanko,Hangon mlk,78.0,995.0,926.0,7233.0,0.0,1.0
1910,Impilahti,Salmi,147.0,733.0,1105.0,12408.0,0.0,0.0
1910,Kuhmalahti,Sahalahti,289.0,730.0,323.0,1899.0,0.0,0.0
1910,Kymi,Haapasaari,311.0,70.0,334.0,14265.0,0.0,1.0
1910,Nilsiä,Varpaisjärvi,534.0,916.0,4486.0,15490.0,0.0,1.0
1910,Sahalahti,Kuhmalahti,730.0,289.0,664.0,2498.0,0.0,0.0
1911,Orivesi,Juupajoki,562.0,177.0,3452.0,9617.0,0.0,1.0
1911,Oulujoki,Oulu,565.0,564.0,755.0,6618.0,0.0,0.0
1911,Vehkalahti,Kymi,917.0,311.0,270.0,10985.0,0.0,0.0
1911,Vehkalahti,Sippola,917.0,754.0,735.0,10985.0,0.0,0.0
1912,Loimaan mlk,Ypäjä,431.0,981.0,1504.0,10646.0,0.0,0.0
1912,Oulujoki,Oulu,565.0,564.0,755.0,6603.0,0.0,0.0
1912,Prunkkala,Tarvasjoki,19.0,838.0,181.0,1340.0,0.0,0.0
1912,Saloinen,Salo,735.0,734.0,623.0,1748.0,0.0,1.0
1912,Vehkalahti,Sippola,917.0,754.0,735.0,10010.0,0.0,0.0
1913,Jyväskylän mlk,Jyväskylä,180.0,179.0,372.0,12761.0,0.0,0.0
1913,Kivijärvi,Kinnula,265.0,256.0,1943.0,6086.0,0.0,1.0
1913,Ylikiiminki,Kiiminki,973.0,255.0,251.0,3006.0,0.0,0.0
1913,Ylitornio,Turtola,976.0,854.0,312.0,5324.0,0.0,0.0
1914,Pyhämaa,Pyhäranta,629.0,631.0,2755.0,4213.0,0.0,1.0
1914,Tampere,Messukylä,837.0,486.0,626.0,45591.0,0.0,0.0
1914,Tampere,Pirkkala,837.0,604.0,1991.0,45591.0,0.0,0.0
1914,Uskela,Salo kla,888.0,734.0,1417.0,4979.0,0.0,1.0
1914,Valkjärvi,Vuoksela,910.0,938.0,1668.0,9091.0,0.0,1.0
1915,Kajaanin mlk,Vuolijoki,206.0,940.0,578.0,3925.0,0.0,0.0
1915,Kontiolahti,Pielisensuu,276.0,596.0,3685.0,11002.0,0.0,1.0
1915,Loimaan mlk,Mellilä,431.0,482.0,1932.0,10744.0,0.0,1.0
1915,Vuolijoki,Kajaanin mlk,940.0,206.0,578.0,1151.0,0.0,0.0
1916,Nurmijärvi,Hyvinkään mlk,543.0,107.0,4874.0,12942.0,0.0,1.0
1917,Hausjärvi,Hyvinkään mlk,86.0,107.0,2500.0,14913.0,0.0,1.0
1917,Huittinen,Keikyä,102.0,238.0,1900.0,10465.0,0.0,1.0
1917,Ikaalisten mlk,Parkano,144.0,581.0,448.0,12863.0,0.0,0.0
1917,Pudasjärvi,Ranua,615.0,683.0,1611.0,11396.0,0.0,1.0
1917,Pöytyä,Aura,636.0,19.0,722.0,5284.0,0.0,0.0
1917,Rovaniemi,Ranua,698.0,683.0,304.0,13082.0,0.0,1.0
1917,Simo,Ranua,751.0,683.0,805.0,4362.0,0.0,1.0
1917,Sodankylä,Pelkosenniemi,758.0,583.0,1170.0,6651.0,0.0,1.0
1917,Sodankylä,Savukoski,758.0,742.0,797.0,6651.0,0.0,1.0
1917,Uusikirkko,Laitila,897.0,400.0,289.0,17131.0,0.0,0.0
1918,Heinävesi,Enonkoski,90.0,46.0,138.0,8947.0,0.0,0.0
1918,Heinävesi,Savonranta,90.0,741.0,301.0,8947.0,0.0,0.0
1918,Messukylä,Tampere,486.0,837.0,1685.0,5295.0,0.0,0.0
1918,Parkano,Kihniö,581.0,250.0,2604.0,9155.0,0.0,1.0
1918,Sortavalan mlk,Impilahti,764.0,147.0,556.0,23542.0,0.0,0.0
1918,Sortavalan mlk,Harlu,764.0,80.0,3509.0,23542.0,0.0,1.0
1919,Antrea,Vuoksenranta,13.0,939.0,3577.0,13053.0,0.0,1.0
1919,Iitti,Kuusankoski,142.0,306.0,3622.0,13504.0,0.0,1.0
1919,Valkeala,Kuusankoski,909.0,306.0,7680.0,21969.0,0.0,1.0
1920,Korpilahti,Muurame,277.0,500.0,2736.0,9970.0,0.0,1.0
1920,Kuopion mlk,Vehmersalmi,298.0,919.0,3999.0,17918.0,0.0,1.0
1920,Muola,Vuoksela,497.0,938.0,598.0,18163.0,0.0,0.0
1920,Sakkola,Vuoksela,731.0,938.0,1284.0,11039.0,0.0,0.0
1920,Tammela,Forssa,834.0,61.0,7363.0,15529.0,0.0,1.0
1920,Valkeala,Kuusankoski,909.0,306.0,1221.0,14096.0,0.0,1.0
1921,Helsingin mlk,Huopalahti,92.0,104.0,156.0,12272.0,0.0,1.0
1921,Helsingin mlk,Kulosari,92.0,294.0,107.0,12272.0,0.0,1.0
1921,Helsingin mlk,Oulunkylä,92.0,566.0,553.0,12272.0,0.0,1.0
1921,Ii,Kuivaniemi,139.0,292.0,583.0,8037.0,0.0,0.0
1921,Iisalmen mlk,Vieremä,141.0,925.0,6060.0,23955.0,0.0,1.0
1921,Ikaalisten mlk,Hämeenkyrö,144.0,108.0,106.0,12456.0,0.0,0.0
1921,Kaavi,Säyneinen,204.0,786.0,2583.0,9584.0,0.0,1.0
1921,Kaavi,Kuusjärvi,204.0,309.0,173.0,9584.0,0.0,0.0
1921,Pirkkala,Pohjois_Pirkkala,604.0,536.0,10063.0,11791.0,0.0,1.0
1921,Rautalampi,Konnevesi,686.0,275.0,4830.0,12177.0,0.0,1.0
1921,Reisjärvi,Sievi,691.0,746.0,62.0,4388.0,0.0,0.0
1921,Ruovesi,Vilppula,702.0,933.0,13.0,11309.0,0.0,0.0
1921,Säkkijärvi,Vahviala,782.0,907.0,592.0,13234.0,0.0,1.0
1921,Säräisniemi,Puolanka,785.0,620.0,27.0,3651.0,0.0,0.0
1921,Vesilahti,Etelä_Pirkkala,922.0,604.0,126.0,6939.0,0.0,0.0
1921,Viipuri mlk,Vahviala,930.0,907.0,4134.0,44686.0,0.0,1.0
1921,Vilppula,Mänttä,933.0,506.0,2672.0,14266.0,0.0,1.0
1922,Hausjärvi,Riihimäen kla,86.0,694.0,7081.0,13495.0,0.0,1.0
1922,Hämeenkyrö,Mouhijärvi,108.0,493.0,78.0,8886.0,0.0,0.0
1922,Janakkala,Riihimäen kla,165.0,694.0,313.0,8111.0,0.0,1.0
1922,Kerimäki,Punkaharju,246.0,618.0,3441.0,12186.0,0.0,1.0
1922,Lappee,Vahviala,404.0,907.0,181.0,18532.0,0.0,1.0
1922,Loppi,Riihimäen kla,433.0,694.0,69.0,8286.0,0.0,1.0
1922,Muuruvesi,Juankoski,502.0,174.0,189.0,5720.0,0.0,0.0
1922,Parikkala,Simpele,580.0,752.0,2164.0,17530.0,0.0,1.0
1922,Pietarsaaren mlk,Ähtävä,599.0,990.0,20.0,7582.0,0.0,0.0
1922,Sääminki,Savonranta,789.0,741.0,15.0,11096.0,0.0,0.0
1922,Valkeala,Kouvola,909.0,286.0,3547.0,13177.0,0.0,1.0
1923,Anttola,Juva,14.0,178.0,95.0,3077.0,0.0,0.0
1923,Keuruu,Ätsäri,249.0,989.0,63.0,8912.0,0.0,0.0
1923,Kiihtelysvaara,Pyhäselkä,251.0,632.0,3804.0,8806.0,0.0,1.0
1923,Loviisa,Pernaja,434.0,585.0,66.0,3803.0,0.0,0.0
1923,Multia,Ätsäri,495.0,989.0,295.0,4168.0,0.0,0.0
1923,Muurame,Säynätsalo,500.0,787.0,581.0,3019.0,0.0,1.0
1923,Muuruvesi,Juankoski,502.0,174.0,997.0,5518.0,0.0,0.0
1923,Sahalahti,Kuhmalahti,730.0,289.0,91.0,1919.0,0.0,0.0
1923,Terijoki,Kivennapa,843.0,264.0,319.0,4942.0,0.0,0.0
1923,Uusikirkko,Uudenkaupungin mlk,897.0,896.0,436.0,17184.0,0.0,0.0
1923,Uusikirkko,Kanneljärvi,897.0,215.0,4320.0,17184.0,0.0,1.0
1924,Forssan kla,Koijärvi,61.0,267.0,815.0,8151.0,0.0,1.0
1924,Hollola,Lahti,98.0,398.0,1142.0,14086.0,0.0,0.0
1924,Jaakkima,Lumivaara,162.0,437.0,5646.0,15831.0,0.0,1.0
1924,Kerimäki,Sääminki,246.0,789.0,278.0,8833.0,0.0,0.0
1924,Kerimäki,Savonranta,246.0,741.0,58.0,8833.0,0.0,0.0
1924,Kiihtelysvaara,Pyhäselkä,251.0,632.0,843.0,4605.0,0.0,1.0
1924,Kivennapa,Terijoki,264.0,843.0,2394.0,14285.0,0.0,0.0
1924,Konnevesi,Vesanto,275.0,921.0,25.0,4885.0,0.0,0.0
1924,Kuopio mlk,Siilinjärvi,298.0,749.0,2686.0,14025.0,0.0,1.0
1924,Kuopio mlk,Riistavesi,298.0,695.0,1928.0,14025.0,0.0,1.0
1924,Lieto,Tarvasjoki,423.0,838.0,17.0,4638.0,0.0,0.0
1924,Maaninka,Siilinjärvi,476.0,749.0,1150.0,7201.0,0.0,1.0
1924,Messukylä,Aitolahti,486.0,2.0,804.0,3443.0,0.0,1.0
1924,Mouhijärvi,Suodenniemi,493.0,772.0,36.0,4547.0,0.0,0.0
1924,Nilsiä,Siilinjärvi,534.0,749.0,938.0,9024.0,0.0,1.0
1924,Somero,Somerniemi,761.0,760.0,13.0,8498.0,0.0,0.0
1924,Säkkijärvi,Luumäki,782.0,441.0,85.0,12700.0,0.0,0.0
1924,Tuusniemi,Riistavesi,857.0,695.0,511.0,7534.0,0.0,1.0
1924,Urjala,Koijärvi,887.0,267.0,2008.0,10891.0,0.0,1.0
1924,Viipuri mlk,Viipuri,930.0,929.0,13200.0,41717.0,0.0,0.0
1924,Viipuri mlk,Vahviala,930.0,907.0,508.0,41717.0,0.0,0.0
1925,Alatornio,Tornio,7.0,851.0,150.0,10206.0,0.0,0.0
1925,Haapavesi,Nivala,71.0,535.0,69.0,8042.0,0.0,0.0
1925,Huopalahti,Helsinki,104.0,91.0,38.0,1065.0,0.0,0.0
1925,Jämsä,Koskenpää,182.0,282.0,2673.0,14292.0,0.0,1.0
1925,Jämsä,Jämsänkoski,182.0,183.0,2283.0,14292.0,0.0,1.0
1925,Kaavi,Kuusjärvi,204.0,309.0,10.0,6862.0,0.0,0.0
1925,Kanneljärvi,Uusikirkko,215.0,897.0,64.0,4421.0,0.0,0.0
1925,Kerimäki,Sääminki,246.0,789.0,401.0,8512.0,0.0,0.0
1925,Kuhmoinen,Längelmäki,291.0,443.0,492.0,7162.0,0.0,0.0
1925,Kuru,Parkano,303.0,581.0,485.0,5615.0,0.0,0.0
1925,Masku,Rusko,481.0,704.0,10.0,1624.0,0.0,0.0
1925,Mikkelin mlk,Mikkeli,492.0,491.0,178.0,15375.0,0.0,0.0
1925,Nurmijärvi,Hyvinkään mlk,543.0,107.0,55.0,8192.0,0.0,0.0
1925,Parikkala,Simpele,580.0,752.0,181.0,15467.0,0.0,0.0
1925,Soanlahti,Harlu,757.0,80.0,346.0,2121.0,0.0,0.0
1925,Suistamo,Korpiselkä,767.0,278.0,62.0,8940.0,0.0,0.0
1925,Säkkijärvi,Ylämaa,782.0,978.0,2817.0,12561.0,0.0,1.0
1926,Hartola,Pertunmaa,81.0,588.0,1739.0,8017.0,0.0,1.0
1926,Joutsa,Pertunmaa,172.0,588.0,347.0,5996.0,0.0,1.0
1926,Jämsä,Koskenpää,182.0,282.0,55.0,9228.0,0.0,1.0
1926,Jämsä,Jämsänkoski,182.0,183.0,37.0,9228.0,0.0,1.0
1926,Karttula,Tervo,227.0,844.0,2750.0,7220.0,0.0,1.0
1926,Kuusamo,Posio,305.0,614.0,3041.0,14631.0,0.0,1.0
1926,Lapväärtti,Karijoki,409.0,218.0,876.0,7620.0,0.0,0.0
1926,Muola,Äyräpää,497.0,991.0,4239.0,18211.0,0.0,1.0
1926,Mäntyharju,Pertunmaa,507.0,588.0,2627.0,13037.0,0.0,1.0
1926,Pudasjärvi,Posio,615.0,614.0,72.0,10990.0,0.0,1.0
1926,Rautalampi,Tervo,686.0,844.0,200.0,7338.0,0.0,1.0
1926,Rautalampi,Vesanto,686.0,921.0,762.0,7338.0,0.0,0.0
1926,Rovaniemi,Posio,698.0,614.0,40.0,15155.0,0.0,1.0
1926,Salmi,Impilahti,733.0,147.0,1032.0,13557.0,0.0,0.0
1926,Taivalkoski,Posio,832.0,614.0,514.0,4236.0,0.0,1.0
1926,Vuoksela,Äyräpää,938.0,991.0,983.0,3947.0,0.0,1.0
1927,Akaa,Viiala,3.0,928.0,1581.0,5395.0,0.0,1.0
1927,Alajärvi,Vimpeli,5.0,934.0,106.0,8966.0,0.0,0.0
1927,Kangasala,Orivesi,211.0,562.0,218.0,7383.0,0.0,0.0
1927,Kerimäki,Enonkoski,246.0,46.0,171.0,8116.0,0.0,0.0
1927,Lammi,Padasjoki,401.0,576.0,108.0,6864.0,0.0,0.0
1927,Laukaa,Jyväskylän mlk,410.0,180.0,299.0,8798.0,0.0,0.0
1927,Lempäälä,Viiala,418.0,928.0,603.0,5143.0,0.0,1.0
1927,Porvoon mlk,Porvoo,613.0,612.0,230.0,16459.0,0.0,0.0
1927,Rantasalmi,Enonkoski,681.0,46.0,33.0,9334.0,0.0,0.0
1927,Rantasalmi,Kangaslampi,681.0,212.0,60.0,9334.0,0.0,0.0
1927,Savonranta,Enonkoski,741.0,46.0,24.0,3521.0,0.0,0.0
1927,Somero,Somerniemi,761.0,760.0,488.0,8617.0,0.0,0.0
1927,Sääminki,Enonkoski,789.0,46.0,38.0,12310.0,0.0,0.0
1927,Tuusniemi,Riistavesi,857.0,695.0,214.0,7039.0,0.0,0.0
1927,Vesilahti,Viiala,922.0,928.0,413.0,7171.0,0.0,1.0
1928,Alavus,Töysä,10.0,863.0,119.0,11437.0,0.0,0.0
1928,Parikkala,Saari,580.0,728.0,4201.0,15303.0,0.0,1.0
1928,Rovaniemi,Ranua,698.0,683.0,34.0,16003.0,0.0,0.0
1928,Rääkkylä,Tohmajärvi,707.0,848.0,36.0,6554.0,0.0,0.0
1928,Soanlahti,Suojärvi,757.0,773.0,1794.0,2700.0,0.0,0.0
1928,Soanlahti,Korpiselkä,757.0,278.0,95.0,2700.0,0.0,0.0
1928,Vesilahti,Viiala,922.0,928.0,44.0,6690.0,0.0,1.0
1928,Viipuri mlk,Viipuri,930.0,929.0,3074.0,29208.0,0.0,0.0
1929,Heinävesi,Enonkoski,90.0,46.0,47.0,8800.0,0.0,0.0
1929,Joroinen,Virtasalmi,171.0,937.0,10.0,9577.0,0.0,0.0
1929,Joroinen,Varkauden kla,171.0,915.0,34.0,9577.0,0.0,0.0
1929,Leppävirta,Varkauden kla,420.0,915.0,117.0,15121.0,0.0,0.0
1929,Längelmäki,Eräjärvi,443.0,48.0,171.0,4562.0,0.0,0.0
1929,Mustio,Karjaan mlk,999.0,221.0,520.0,520.0,0.0,0.0
1929,Parikkala,Saari,580.0,728.0,13.0,11014.0,0.0,1.0
1929,Saari,Parikkala,728.0,580.0,399.0,4242.0,0.0,0.0
1930,Hausjärvi,Hyvinkään mlk,86.0,107.0,15.0,6709.0,0.0,0.0
1930,Helsinki,Turku,91.0,853.0,77.0,234091.0,0.0,0.0
1930,Kannus,Kälviä,217.0,315.0,32.0,5921.0,0.0,0.0
1930,Kerimäki,Sääminki,246.0,789.0,12.0,7889.0,0.0,0.0
1930,Korpilahti,Toivakka,277.0,850.0,296.0,7410.0,0.0,0.0
1930,Pieksämäki,Virtasalmi,593.0,937.0,11.0,10644.0,0.0,0.0
1930,Pietarsaaren mlk,Pietarsaari,599.0,598.0,57.0,7461.0,0.0,0.0
1930,Sauvo,Karuna,738.0,228.0,12.0,3096.0,0.0,0.0
1930,Valkeala,Kouvolan kla,909.0,286.0,470.0,9989.0,0.0,0.0
1930,Ylistaro,Ylihärmä,975.0,971.0,23.0,10633.0,0.0,0.0
1931,Hangon mlk,Bromarv,995.0,34.0,2695.0,2695.0,0.0,0.0
1931,Hartola,Joutsa,81.0,172.0,30.0,6387.0,0.0,0.0
1931,Ii,Yli-Ii,139.0,972.0,2865.0,8170.0,0.0,1.0
1931,Iitti,Kuusankoski,142.0,306.0,643.0,9540.0,0.0,0.0
1931,Joroinen,Jäppilä,171.0,184.0,12.0,9494.0,0.0,0.0
1931,Kerimäki,Enonkoski,246.0,46.0,11.0,7820.0,0.0,0.0
1931,Kiikka,Tyrvää,253.0,861.0,7.0,4256.0,0.0,0.0
1931,Kivennapa,Terijoki,264.0,843.0,138.0,11762.0,0.0,0.0
1931,Kivijärvi,Kannonkoski,265.0,216.0,1927.0,9388.0,0.0,1.0
1931,Maaninka,Lapinlahti,476.0,402.0,107.0,6032.0,0.0,0.0
1931,Mikkelin mlk,Mikkeli,492.0,491.0,3649.0,16264.0,0.0,0.0
1931,Nurmijärvi,Tuusula,543.0,858.0,134.0,7121.0,0.0,0.0
1931,Oulainen,Merijärvi,563.0,483.0,103.0,7137.0,0.0,0.0
1931,Savukoski,Pelkosenniemi,742.0,583.0,1068.0,1068.0,0.0,0.0
1931,Vanaja,Janakkala,914.0,165.0,108.0,4283.0,0.0,0.0
1931,Viitasaari,Kannonkoski,931.0,216.0,998.0,11590.0,0.0,1.0
1931,Ylistaro,Isokyrö,975.0,152.0,9.0,10928.0,0.0,0.0
1932,Akaa,Viiala,3.0,928.0,70.0,4128.0,0.0,0.0
1932,Askainen,Lemu,17.0,419.0,13.0,1190.0,0.0,0.0
1932,Halikko,Salo kla,73.0,734.0,10.0,6970.0,0.0,0.0
1932,Hämeenlinnan mlk,Hämeenlinna,110.0,109.0,67.0,2945.0,0.0,0.0
1932,Joroinen,Varkauden kla,171.0,915.0,2306.0,9285.0,0.0,0.0
1932,Koijärvi,Urjala,267.0,887.0,25.0,2927.0,0.0,0.0
1932,Kruunupyy,Öja,288.0,997.0,8.0,3723.0,0.0,1.0
1932,Lappee,Lappeenranta,404.0,405.0,7104.0,22832.0,0.0,0.0
1932,Lappee,Lauritsalan kla,404.0,411.0,173.0,22832.0,0.0,1.0
1932,Lapväärtti,Karijoki,409.0,218.0,46.0,6718.0,0.0,0.0
1932,Lempäälä,Viiala,418.0,928.0,18.0,4693.0,0.0,0.0
1932,Leppävirta,Varkauden kla,420.0,915.0,1870.0,14479.0,0.0,0.0
1932,Loimaan mlk,Loimaan kla,431.0,430.0,2236.0,10089.0,0.0,1.0
1932,Ruovesi,Vilppula,702.0,933.0,40.0,11212.0,0.0,0.0
1932,Saari,Parikkala,728.0,580.0,33.0,3781.0,0.0,0.0
1932,Sääminki,Savonlinna,789.0,740.0,2128.0,12688.0,0.0,0.0
1932,Tuusniemi,Kaavi,857.0,204.0,36.0,6693.0,0.0,0.0
1932,Urjala,Punkalaidun,887.0,619.0,89.0,8383.0,0.0,0.0
1932,Uskela,Salo kla,888.0,734.0,54.0,5053.0,0.0,0.0
1932,Vesilahti,Viiala,922.0,928.0,7.0,5932.0,0.0,0.0
1932,Äänekoski,Suolahti,992.0,774.0,40.0,9058.0,0.0,1.0
1933,Hollola,Lahti,98.0,398.0,8763.0,15983.0,0.0,0.0
1933,Joroinen,Jäppilä,171.0,184.0,22.0,6867.0,0.0,0.0
1933,Kemin mlk,Kemi,241.0,240.0,9.0,17364.0,0.0,0.0
1933,Kerimäki,Punkaharju,246.0,618.0,7.0,7403.0,0.0,0.0
1933,Mikkelin mlk,Ristiina,492.0,696.0,99.0,12336.0,0.0,0.0
1933,Pieksämäki,Jäppilä,593.0,184.0,10.0,10489.0,0.0,0.0
1933,Pohja,Karjaan mlk,606.0,220.0,8.0,5579.0,0.0,1.0
1933,Sääminki,Punkaharju,789.0,618.0,51.0,10478.0,0.0,0.0
1933,Viipuri mlk,Viipuri,930.0,929.0,11189.0,30699.0,0.0,0.0
1934,Joroinen,Suonenjoki,171.0,778.0,165.0,6797.0,0.0,0.0
1934,Juva,Anttola,178.0,14.0,2.0,12248.0,0.0,0.0
1934,Jäppilä,Suonenjoki,184.0,778.0,6.0,2945.0,0.0,0.0
1934,Kaarlela,Kokkola,203.0,272.0,1083.0,7276.0,0.0,0.0
1934,Karjalohja,Sammatti,223.0,737.0,41.0,2151.0,0.0,0.0
1934,Kivijärvi,Kannonkoski,265.0,216.0,2957.0,11576.0,0.0,1.0
1934,Kyyrölä,Muolaa,321.0,497.0,1952.0,1952.0,0.0,0.0
1934,Lohjan mlk,Sammatti,428.0,737.0,43.0,11577.0,0.0,0.0
1934,Pieksämäki,Suonenjoki,593.0,778.0,13.0,10503.0,0.0,0.0
1934,Puumala,Anttola,623.0,14.0,5.0,6540.0,0.0,0.0
1934,Ristiina,Anttola,696.0,14.0,18.0,6010.0,0.0,0.0
1934,Suonenjoki,Jäppilä,778.0,184.0,5.0,8604.0,0.0,0.0
1934,Tammisaaren mlk,Tammisaari,836.0,835.0,31.0,2208.0,0.0,0.0
1934,Tammisaari,Tammisaaren mlk,835.0,836.0,17.0,3383.0,0.0,0.0
1935,Haapavesi,Kärsämäki,71.0,317.0,74.0,8375.0,0.0,0.0
1935,Haukivuori,Hankasalmi,85.0,77.0,4.0,4324.0,0.0,0.0
1935,Joutsa,Hartola,172.0,81.0,9.0,5179.0,0.0,0.0
1935,Keuruu,Vilppula,249.0,933.0,848.0,9009.0,0.0,0.0
1935,Mietoinen,Tyrvää,490.0,861.0,80.0,1685.0,0.0,0.0
1935,Mustasaari,Vaasa,499.0,905.0,406.0,10368.0,0.0,0.0
1935,Muurame,Säynätsalo,500.0,787.0,228.0,2796.0,0.0,0.0
1935,Pudasjärvi,Yli-Ii,615.0,972.0,138.0,10996.0,0.0,0.0
1935,Rautalampi,Pieksämäki,686.0,593.0,58.0,5962.0,0.0,0.0
1935,Tyrvää,Punkalaidun,861.0,619.0,151.0,9523.0,0.0,0.0
1935,Vehkalahti,Hamina,917.0,75.0,499.0,9511.0,0.0,0.0
1935,Virolahti,Miehikkälä,935.0,489.0,41.0,7953.0,0.0,0.0
1936,Helsinki mlk,Helsinki,92.0,91.0,31.0,16295.0,0.0,0.0
1936,Helsinki mlk,Huopalahti,92.0,104.0,615.0,16295.0,0.0,0.0
1936,Johannes,Säkkijärvi,168.0,782.0,16.0,10530.0,0.0,0.0
1936,Jämsä,Jämsänkoski,182.0,183.0,11.0,8596.0,0.0,0.0
1936,Jämsä,Koskenpää,182.0,282.0,8.0,8596.0,0.0,0.0
1936,Korpilahti,Leivonmäki,277.0,415.0,269.0,7145.0,0.0,0.0
1936,Lappee,Joutseno,404.0,173.0,48.0,16240.0,0.0,0.0
1936,Mietoinen,Karjala,490.0,222.0,4.0,1590.0,0.0,0.0
1936,Muuruvesi,Juankoski,502.0,174.0,30.0,4533.0,0.0,0.0
1936,Mynämäki,Karjala,503.0,222.0,7.0,4748.0,0.0,0.0
1936,Nurmijärvi,Hyvinkään mlk,543.0,107.0,8.0,6971.0,0.0,0.0
1936,Pernaja,Liljendal,585.0,424.0,93.0,7423.0,0.0,0.0
1936,Pielisjärvi,Lieksan kla,597.0,422.0,49.0,18541.0,0.0,1.0
1936,Pälkjärvi,Värtsilä,634.0,943.0,524.0,2800.0,0.0,0.0
1936,Ruovesi,Pohjaslahti,702.0,637.0,2081.0,11150.0,0.0,1.0
1936,Tuusniemi,Riistavesi,857.0,695.0,17.0,6871.0,0.0,0.0
