code,code50,Name_Fi,Name_Sv,Name_AltGen,Name_Alt,province_Fi,province_Sv,Status,Urban
936,071083,Virrat,Virdois,,,Vaasan lääni,Vasa län,Remain,0.0
942,071084,Vähäkyrö,Lillkyro,,,Vaasan lääni,Vasa län,Remain,0.0
944,071085,Vöyri,Vörä,Vörå,Vörå,Vaasan lääni,Vasa län,Remain,0.0
971,071086,Ylihärmä,,,,Vaasan lääni,Vasa län,Remain,0.0
974,071087,Ylimarkku,Övermark,Övermarkku,,Vaasan lääni,Vasa län,Remain,0.0
975,071088,Ylistaro,,,,Vaasan lääni,Vasa län,Remain,0.0
989,071089,Ähtäri,,,Ätsäri,Vaasan lääni,Vasa län,Remain,0.0
990,071090,Ähtävä,Esse,,,Vaasan lääni,Vasa län,Remain,0.0
993,071091,Äänekosken mlk,,Äänekoski mlk,,Vaasan lääni,Vasa län,Remain,0.0
997,071092,Öja,,,,Vaasan lääni,Vasa län,Remain,0.0
564,080010,Oulu,Uleåborg,,,Oulun lääni,Uleåborgs län,Remain,1.0
205,080020,Kajaani,,,,Oulun lääni,Uleåborgs län,Remain,1.0
678,080030,Raahe,Brahestad,,,Oulun lääni,Uleåborgs län,Remain,1.0
9,081001,Alavieska,,,,Oulun lääni,Uleåborgs län,Remain,0.0
69,081002,Haapajärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
71,081003,Haapavesi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
72,081004,Hailuoto,Karlö,,,Oulun lääni,Uleåborgs län,Remain,0.0
84,081005,Haukipudas,,,,Oulun lääni,Uleåborgs län,Remain,0.0
105,081006,Hyrynsalmi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
139,081007,Ii,,,,Oulun lääni,Uleåborgs län,Remain,0.0
206,081008,Kajaanin mlk,Kajaani lk,Kajaani mlk,,Oulun lääni,Uleåborgs län,Remain,0.0
208,081009,Kalajoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
244,081010,Kempele,,,,Oulun lääni,Uleåborgs län,Remain,0.0
247,081011,Kestilä,,,,Oulun lääni,Uleåborgs län,Remain,0.0
255,081012,Kiiminki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
290,081013,Kuhmo,,,Kuhmoniemi,Oulun lääni,Uleåborgs län,Remain,0.0
292,081014,Kuivaniemi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
305,381015,Kuusamo,,,,Oulun lääni,Uleåborgs län,North_Partially_Ceded,0.0
317,081016,Kärsämäki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
425,081017,Liminka,,,,Oulun lääni,Uleåborgs län,Remain,0.0
436,081018,Lumijoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
483,081019,Merijärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
494,081020,Muhos,,,,Oulun lääni,Uleåborgs län,Remain,0.0
535,081021,Nivala,,,,Oulun lääni,Uleåborgs län,Remain,0.0
563,081022,Oulainen,,,,Oulun lääni,Uleåborgs län,Remain,0.0
565,081023,Oulujoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
567,081024,Oulunsalo,,,,Oulun lääni,Uleåborgs län,Remain,0.0
575,081025,Paavola,,,,Oulun lääni,Uleåborgs län,Remain,0.0
578,081026,Paltamo,,,,Oulun lääni,Uleåborgs län,Remain,0.0
582,081027,Pattijoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
603,081028,Piippola,,,,Oulun lääni,Uleåborgs län,Remain,0.0
615,081029,Pudasjärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
617,081030,Pulkkila,,,,Oulun lääni,Uleåborgs län,Remain,0.0
620,081031,Puolanka,,,,Oulun lääni,Uleåborgs län,Remain,0.0
625,081032,Pyhäjoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
626,081033,Pyhäjärvi,,,Pyhäjärvi O,Oulun lääni,Uleåborgs län,Remain,0.0
630,081034,Pyhäntä,,,,Oulun lääni,Uleåborgs län,Remain,0.0
682,081035,Rantsila,,,,Oulun lääni,Uleåborgs län,Remain,0.0
688,081036,Rautio,,,,Oulun lääni,Uleåborgs län,Remain,0.0
691,081037,Reisjärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
693,081038,Revonlahti,Revolax,Revolaks,,Oulun lääni,Uleåborgs län,Remain,0.0
697,081039,Ristijärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
735,081040,Saloinen,,,,Oulun lääni,Uleåborgs län,Remain,0.0
746,081041,Sievi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
748,081042,Siikajoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
765,081043,Sotkamo,,,,Oulun lääni,Uleåborgs län,Remain,0.0
777,081044,Suomussalmi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
785,081045,Säräisniemi,,,Vaala,Oulun lääni,Uleåborgs län,Remain,0.0
832,081046,Taivalkoski,,,,Oulun lääni,Uleåborgs län,Remain,0.0
841,081047,Temmes,,,,Oulun lääni,Uleåborgs län,Remain,0.0
859,081048,Tyrnävä,,,,Oulun lääni,Uleåborgs län,Remain,0.0
889,081049,Utajärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0
926,081050,Vihanti,,,,Oulun lääni,Uleåborgs län,Remain,0.0
940,081051,Vuolijoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
972,081052,Yli-Ii,,,,Oulun lääni,Uleåborgs län,Remain,0.0
973,081053,Ylikiiminki,,,,Oulun lääni,Uleåborgs län,Remain,0.0
977,081054,Ylivieska,,,,Oulun lääni,Uleåborgs län,Remain,0.0
240,090010,Kemi,,,,Lapin lääni,Lapplans län,Remain,1.0
851,090020,Tornio,Torneä,,,Lapin lääni,Lapplans län,Remain,1.0
698,090110,Rovaniemi,,Rovaniemi kla,Rovaniemen kla,Lapin lääni,Lapplans län,Remain,1.0
7,091001,Alatornio,Nedertomeä,,Nedertorneä,Lapin lääni,Lapplans län,Remain,0.0
47,091002,Enontekiö,,,,Lapin lääni,Lapplans län,Remain,0.0
148,091003,Inari,Enare,,,Lapin lääni,Lapplans län,Remain,0.0
229,091004,Karunki,,,,Lapin lääni,Lapplans län,Remain,0.0
320,091005,Kemijärvi,,Kemijärvi kla,Kemijärven kla,Lapin lääni,Lapplans län,Remain,1.0
241,091006,Kemin mlk,Kemi lk,Kemi mlk,Keminmaa,Lapin lääni,Lapplans län,Remain,0.0
261,091007,Kittilä,,,,Lapin lääni,Lapplans län,Remain,0.0
273,091008,Kolari,,,,Lapin lääni,Lapplans län,Remain,0.0
498,091009,Muonio,,Muonionniska,Muonioniska,Lapin lääni,Lapplans län,Remain,0.0
583,091010,Pelkosenniemi,,,,Lapin lääni,Lapplans län,Remain,0.0
854,091011,Pello,,,Turtola,Lapin lääni,Lapplans län,Remain,0.0
614,091012,Posio,,,,Lapin lääni,Lapplans län,Remain,0.0
683,091013,Ranua,,,,Lapin lääni,Lapplans län,Remain,0.0
699,091014,Rovaniemen mlk,Rovaniemi lk,Rovaniemi mlk,,Lapin lääni,Lapplans län,Remain,0.0
732,391015,Salla,,,Kuolajärvi,Lapin lääni,Lapplans län,North_Partially_Ceded,0.0
742,091016,Savukoski,,,,Lapin lääni,Lapplans län,Remain,0.0
751,091017,Simo,,,,Lapin lääni,Lapplans län,Remain,0.0
758,091018,Sodankylä,,,,Lapin lääni,Lapplans län,Remain,0.0
845,091019,Tervola,,,,Lapin lääni,Lapplans län,Remain,0.0
890,091020,Utsjoki,,,,Lapin lääni,Lapplans län,Remain,0.0
976,091021,Ylitornio,Övertorneä,,,Lapin lääni,Lapplans län,Remain,0.0
313,500019,Kärkisalmi,Käkisalmi,,Käkisalmi,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0
763,500036,Sortavala,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0
929,500047,Viipuri,Viborg,,Wiipuri,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0
268,500114,Koivisto,,Koivisto kla,Koiviston kla,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0
397,500121,Lahdenpohja,,Lahdenpohja kla,Lahdenpohjan kla,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0
13,501001,Antrea,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
80,501003,Harlu,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
87,501004,Heinjoki,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
93,501005,Hiitola,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
147,501006,Impilahti,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
162,501007,Jaakkima,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
168,501008,Johannes,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
185,501009,Jääski,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
215,501010,Kanneljärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
234,501011,Kaukola,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
258,501012,Kirvu,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
264,501013,Kivennapa,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
269,501015,Koviston mlk,,Koivisto mlk,Koiviston mlk,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
278,501016,Korpiselkä,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
296,501017,Kuolemajärvi,,,Kuolemanjärvi,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
302,501018,Kurkijoki,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
314,501020,Käkisalmen mlk,,Käkisalmi mlk,Kärkisalmen mlk,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
437,501023,Lumivaara,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
488,501024,Metsäpirtti,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
497,501025,Muolaa,,,Muola,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
628,501027,Pyhäjärvi,Pyhäjärvi Viip,,Pyhäjärvi Viip,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
634,501028,Pälkjärvi,,,,Kuopion lääni,Kuopio län,Viipuri_Ceded,0.0
690,501029,Rautu,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
703,501030,Ruskeala,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
706,501031,Räisälä,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
731,501032,Sakkola,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
733,501033,Salmi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
757,501035,Soanlahti,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
764,501037,Sortavalan mlk,,Sortavala mlk,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
767,501038,Suistamo,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
773,501039,Suojärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
782,501041,Säkkijärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
843,501042,Terijoki,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
897,501044,Uusikirkko,,,Uusikirkko Viip,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
907,501045,Vahviala,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
910,501046,Valkjärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
930,501048,Viipurin mlk,Viborg lk,Viipuri mlk,Wiipuri mlk,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
938,501049,Vuoksela,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
939,501050,Vuoksenranta,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
991,501051,Äyräpää,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
412,601022,Lavansaari,,,,Viipurin lääni,Viborgs län,Island_Ceded,0.0
745,601034,Seisakari,,,Seiskari,Viipurin lääni,Viborgs län,Island_Ceded,0.0
780,601040,Suursaari,,,,Viipurin lääni,Viborgs län,Island_Ceded,0.0
862,601043,Tytärsaari,,,,Viipurin lääni,Viborgs län,Island_Ceded,0.0
591,701026,Petsamo,,,,Lapin lääni,Lapplans län,Petsamo_Ceded,0.0
104,104.0,Huopalahti,,,,Uudenmaan lääni,Nylands län,Remain,1.0
110,31057.0,Hämeenlinnan mlk,,,,Hämeen lääni,Tavastehus län,Remain,0.0
294,294.0,Kulosaaren huvilakaupunki,,Brändön huvilakaupunki,Kulosaari,Uudenmaan lääni,Nylands län,Remain,0.0
307,11307.0,Kuusisto,,,Kuusluoto,Turun ja Porin lääni,Turun ja Porin lääni,Remain,0.0
486,30486.0,Messukylä,,,,Hämeen lääni,Tavastehus län,Remain,0.0
566,566.0,Oulunkylä,Åggelby,,,Uudenmaan lääni,Nylands län,Remain,0.0
68,68.0,Haaga,,Haaga kla,Haagan kla,Uudenmaan lääni,Nylands län,Remain,1.0
242,91242.0,Kemijärven mlk,,,,Lapin lääni,Lapplans län,Remain,0.0
3,3.0,Akaa,,,,Uudenmaan lääni,Nylands län,Remain,1.0
708,81055.0,Ruukki,,,,Oulun lääni,Uleåborgs län,Remain,1.0
998,501022.0,Tervajärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
321,501026.0,Kyyrölä,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0
995,11109.0,Hangon mlk,Hangö lk,,Hanko mlk,Uudenmaan lääni,Nylands län,Remain,0.0
508,,Mänttä-Vilppula,,,,,,Remain,1.0
322,,Kemiönsaari,Kimitoön,,,,,Remain,0.0
710,,Raasepori,Raseborg,,,,,Remain,1.0
790,,Sastamala,,,,,,Remain,1.0
791,,Siikalatva,,,,,,Remain,0.0
754,,Anjalankoski,,,,,,Remain,0.0
988,,Äetsä,,,,,,Remain,0.0
999,,Mustio,,,,,,Remain,0.0
